time_ns,dec_i_data,dec_o_valid,dec_o_data,int_i_data,interp_o_valid,interp_o_data
17175.0,28,0,1143,17,1,888
17185.0,28,0,1143,17,1,904
17195.0,28,0,1143,17,1,921
17205.0,29,0,1143,17,1,938
17215.0,29,0,1143,17,1,955
17225.0,29,0,1143,17,1,973
17235.0,29,0,1143,17,1,991
17245.0,30,0,1143,17,1,1009
17255.0,30,0,1143,17,1,1027
17265.0,30,0,1143,17,1,1045
17275.0,30,0,1143,17,1,1064
17285.0,31,0,1143,17,1,1083
17295.0,31,0,1143,17,1,1102
17305.0,31,0,1143,17,1,1122
17315.0,31,0,1143,17,1,1142
17325.0,32,0,1143,17,1,1162
17335.0,32,1,3140,17,1,1182
17345.0,32,0,3140,32,1,1202
17355.0,32,0,3140,32,1,1223
17365.0,33,0,3140,32,1,1245
17375.0,33,0,3140,32,1,1266
17385.0,33,0,3140,32,1,1288
17395.0,34,0,3140,32,1,1310
17405.0,34,0,3140,32,1,1333
17415.0,34,0,3140,32,1,1356
17425.0,34,0,3140,32,1,1379
17435.0,35,0,3140,32,1,1402
17445.0,35,0,3140,32,1,1426
17455.0,35,0,3140,32,1,1450
17465.0,35,0,3140,32,1,1474
17475.0,36,0,3140,32,1,1499
17485.0,36,0,3140,32,1,1524
17495.0,36,0,3140,32,1,1549
17505.0,37,0,3140,32,1,1575
17515.0,37,0,3140,32,1,1601
17525.0,37,0,3140,32,1,1627
17535.0,37,0,3140,32,1,1654
17545.0,38,0,3140,32,1,1681
17555.0,38,0,3140,32,1,1708
17565.0,38,0,3140,32,1,1735
17575.0,38,0,3140,32,1,1763
17585.0,39,0,3140,32,1,1791
17595.0,39,0,3140,32,1,1820
17605.0,39,0,3140,32,1,1848
17615.0,40,0,3140,32,1,1877
17625.0,40,0,3140,32,1,1907
17635.0,40,0,3140,32,1,1937
17645.0,40,0,3140,32,1,1967
17655.0,41,0,3140,32,1,1997
17665.0,41,0,3140,32,1,2027
17675.0,41,0,3140,32,1,2058
17685.0,42,0,3140,32,1,2090
17695.0,42,0,3140,32,1,2121
17705.0,42,0,3140,32,1,2153
17715.0,43,0,3140,32,1,2185
17725.0,43,0,3140,32,1,2218
17735.0,43,0,3140,32,1,2251
17745.0,43,0,3140,32,1,2284
17755.0,44,0,3140,32,1,2317
17765.0,44,0,3140,32,1,2351
17775.0,44,0,3140,32,1,2385
17785.0,45,0,3140,32,1,2419
17795.0,45,0,3140,32,1,2454
17805.0,45,0,3140,32,1,2489
17815.0,46,0,3140,32,1,2524
17825.0,46,0,3140,32,1,2560
17835.0,46,0,3140,32,1,2596
17845.0,46,0,3140,32,1,2632
17855.0,47,0,3140,32,1,2669
17865.0,47,0,3140,32,1,2706
17875.0,47,0,3140,32,1,2743
17885.0,48,0,3140,32,1,2780
17895.0,48,0,3140,32,1,2818
17905.0,48,0,3140,32,1,2856
17915.0,49,0,3140,32,1,2895
17925.0,49,0,3140,32,1,2933
17935.0,49,0,3140,32,1,2972
17945.0,50,0,3140,32,1,3012
17955.0,50,0,3140,32,1,3052
17965.0,50,0,3140,32,1,3092
17975.0,50,1,6329,32,1,3132
17985.0,51,0,6329,51,1,3172
17995.0,51,0,6329,51,1,3213
18005.0,51,0,6329,51,1,3255
18015.0,52,0,6329,51,1,3296
18025.0,52,0,6329,51,1,3338
18035.0,52,0,6329,51,1,3380
18045.0,53,0,6329,51,1,3423
18055.0,53,0,6329,51,1,3466
18065.0,53,0,6329,51,1,3509
18075.0,54,0,6329,51,1,3552
18085.0,54,0,6329,51,1,3596
18095.0,54,0,6329,51,1,3640
18105.0,55,0,6329,51,1,3684
18115.0,55,0,6329,51,1,3729
18125.0,55,0,6329,51,1,3774
18135.0,56,0,6329,51,1,3819
18145.0,56,0,6329,51,1,3865
18155.0,56,0,6329,51,1,3911
18165.0,57,0,6329,51,1,3957
18175.0,57,0,6329,51,1,4004
18185.0,57,0,6329,51,1,4051
18195.0,58,0,6329,51,1,4098
18205.0,58,0,6329,51,1,4145
18215.0,58,0,6329,51,1,4193
18225.0,59,0,6329,51,1,4241
18235.0,59,0,6329,51,1,4290
18245.0,59,0,6329,51,1,4338
18255.0,60,0,6329,51,1,4387
18265.0,60,0,6329,51,1,4437
18275.0,60,0,6329,51,1,4487
18285.0,61,0,6329,51,1,4537
18295.0,61,0,6329,51,1,4587
18305.0,61,0,6329,51,1,4637
18315.0,62,0,6329,51,1,4688
18325.0,62,0,6329,51,1,4740
18335.0,62,0,6329,51,1,4791
18345.0,63,0,6329,51,1,4843
18355.0,63,0,6329,51,1,4895
18365.0,63,0,6329,51,1,4948
18375.0,64,0,6329,51,1,5001
18385.0,64,0,6329,51,1,5054
18395.0,64,0,6329,51,1,5107
18405.0,65,0,6329,51,1,5161
18415.0,65,0,6329,51,1,5215
18425.0,65,0,6329,51,1,5269
18435.0,66,0,6329,51,1,5324
18445.0,66,0,6329,51,1,5379
18455.0,66,0,6329,51,1,5434
18465.0,67,0,6329,51,1,5490
18475.0,67,0,6329,51,1,5546
18485.0,68,0,6329,51,1,5602
18495.0,68,0,6329,51,1,5659
18505.0,68,0,6329,51,1,5716
18515.0,69,0,6329,51,1,5773
18525.0,69,0,6329,51,1,5830
18535.0,69,0,6329,51,1,5888
18545.0,70,0,6329,51,1,5946
18555.0,70,0,6329,51,1,6005
18565.0,70,0,6329,51,1,6063
18575.0,71,0,6329,51,1,6122
18585.0,71,0,6329,51,1,6182
18595.0,71,0,6329,51,1,6242
18605.0,72,0,6329,51,1,6302
18615.0,72,1,10586,51,1,6362
18625.0,72,0,10586,72,1,6422
18635.0,73,0,10586,72,1,6483
18645.0,73,0,10586,72,1,6544
18655.0,74,0,10586,72,1,6605
18665.0,74,0,10586,72,1,6667
18675.0,74,0,10586,72,1,6729
18685.0,75,0,10586,72,1,6791
18695.0,75,0,10586,72,1,6853
18705.0,75,0,10586,72,1,6915
18715.0,76,0,10586,72,1,6978
18725.0,76,0,10586,72,1,7041
18735.0,76,0,10586,72,1,7104
18745.0,77,0,10586,72,1,7168
18755.0,77,0,10586,72,1,7232
18765.0,78,0,10586,72,1,7296
18775.0,78,0,10586,72,1,7360
18785.0,78,0,10586,72,1,7424
18795.0,79,0,10586,72,1,7489
18805.0,79,0,10586,72,1,7554
18815.0,79,0,10586,72,1,7619
18825.0,80,0,10586,72,1,7685
18835.0,80,0,10586,72,1,7751
18845.0,81,0,10586,72,1,7817
18855.0,81,0,10586,72,1,7883
18865.0,81,0,10586,72,1,7949
18875.0,82,0,10586,72,1,8016
18885.0,82,0,10586,72,1,8083
18895.0,82,0,10586,72,1,8150
18905.0,83,0,10586,72,1,8218
18915.0,83,0,10586,72,1,8286
18925.0,83,0,10586,72,1,8354
18935.0,84,0,10586,72,1,8422
18945.0,84,0,10586,72,1,8490
18955.0,85,0,10586,72,1,8559
18965.0,85,0,10586,72,1,8628
18975.0,85,0,10586,72,1,8697
18985.0,86,0,10586,72,1,8767
18995.0,86,0,10586,72,1,8837
19005.0,86,0,10586,72,1,8907
19015.0,87,0,10586,72,1,8977
19025.0,87,0,10586,72,1,9047
19035.0,88,0,10586,72,1,9118
19045.0,88,0,10586,72,1,9189
19055.0,88,0,10586,72,1,9260
19065.0,89,0,10586,72,1,9332
19075.0,89,0,10586,72,1,9404
19085.0,90,0,10586,72,1,9476
19095.0,90,0,10586,72,1,9548
19105.0,90,0,10586,72,1,9620
19115.0,91,0,10586,72,1,9693
19125.0,91,0,10586,72,1,9766
19135.0,91,0,10586,72,1,9839
19145.0,92,0,10586,72,1,9913
19155.0,92,0,10586,72,1,9987
19165.0,93,0,10586,72,1,10061
19175.0,93,0,10586,72,1,10135
19185.0,93,0,10586,72,1,10209
19195.0,94,0,10586,72,1,10284
19205.0,94,0,10586,72,1,10359
19215.0,94,0,10586,72,1,10434
19225.0,95,0,10586,72,1,10510
19235.0,95,0,10586,72,1,10586
19245.0,96,0,10586,72,1,10662
19255.0,96,1,15737,72,1,10738
19265.0,96,0,15737,96,1,10814
19275.0,97,0,15737,96,1,10890
19285.0,97,0,15737,96,1,10967
19295.0,98,0,15737,96,1,11043
19305.0,98,0,15737,96,1,11120
19315.0,98,0,15737,96,1,11197
19325.0,99,0,15737,96,1,11274
19335.0,99,0,15737,96,1,11351
19345.0,100,0,15737,96,1,11428
19355.0,100,0,15737,96,1,11506
19365.0,100,0,15737,96,1,11583
19375.0,101,0,15737,96,1,11661
19385.0,101,0,15737,96,1,11739
19395.0,101,0,15737,96,1,11817
19405.0,102,0,15737,96,1,11895
19415.0,102,0,15737,96,1,11973
19425.0,103,0,15737,96,1,12051
19435.0,103,0,15737,96,1,12129
19445.0,103,0,15737,96,1,12208
19455.0,104,0,15737,96,1,12286
19465.0,104,0,15737,96,1,12365
19475.0,105,0,15737,96,1,12444
19485.0,105,0,15737,96,1,12523
19495.0,105,0,15737,96,1,12602
19505.0,106,0,15737,96,1,12681
19515.0,106,0,15737,96,1,12761
19525.0,107,0,15737,96,1,12840
19535.0,107,0,15737,96,1,12920
19545.0,107,0,15737,96,1,13000
19555.0,108,0,15737,96,1,13080
19565.0,108,0,15737,96,1,13160
19575.0,109,0,15737,96,1,13240
19585.0,109,0,15737,96,1,13320
19595.0,109,0,15737,96,1,13400
19605.0,110,0,15737,96,1,13481
19615.0,110,0,15737,96,1,13561
19625.0,111,0,15737,96,1,13642
19635.0,111,0,15737,96,1,13723
19645.0,111,0,15737,96,1,13804
19655.0,112,0,15737,96,1,13885
19665.0,112,0,15737,96,1,13966
19675.0,112,0,15737,96,1,14048
19685.0,113,0,15737,96,1,14129
19695.0,113,0,15737,96,1,14211
19705.0,114,0,15737,96,1,14293
19715.0,114,0,15737,96,1,14375
19725.0,114,0,15737,96,1,14457
19735.0,115,0,15737,96,1,14539
19745.0,115,0,15737,96,1,14621
19755.0,116,0,15737,96,1,14703
19765.0,116,0,15737,96,1,14786
19775.0,116,0,15737,96,1,14868
19785.0,117,0,15737,96,1,14951
19795.0,117,0,15737,96,1,15034
19805.0,118,0,15737,96,1,15117
19815.0,118,0,15737,96,1,15200
19825.0,118,0,15737,96,1,15283
19835.0,119,0,15737,96,1,15367
19845.0,119,0,15737,96,1,15450
19855.0,120,0,15737,96,1,15534
19865.0,120,0,15737,96,1,15618
19875.0,120,0,15737,96,1,15702
19885.0,121,0,15737,96,1,15786
19895.0,121,1,21570,96,1,15870
19905.0,122,0,21570,122,1,15954
19915.0,122,0,21570,122,1,16039
19925.0,122,0,21570,122,1,16123
19935.0,123,0,21570,122,1,16208
19945.0,123,0,21570,122,1,16293
19955.0,124,0,21570,122,1,16379
19965.0,124,0,21570,122,1,16464
19975.0,124,0,21570,122,1,16550
19985.0,125,0,21570,122,1,16636
19995.0,125,0,21570,122,1,16722
20005.0,126,0,21570,122,1,16808
20015.0,126,0,21570,122,1,16895
20025.0,126,0,21570,122,1,16981
20035.0,127,0,21570,122,1,17068
20045.0,127,0,21570,122,1,17155
20055.0,128,0,21570,122,1,17242
20065.0,128,0,21570,122,1,17330
20075.0,128,0,21570,122,1,17417
20085.0,129,0,21570,122,1,17505
20095.0,129,0,21570,122,1,17593
20105.0,130,0,21570,122,1,17681
20115.0,130,0,21570,122,1,17769
20125.0,130,0,21570,122,1,17858
20135.0,131,0,21570,122,1,17946
20145.0,131,0,21570,122,1,18035
20155.0,132,0,21570,122,1,18124
20165.0,132,0,21570,122,1,18214
20175.0,132,0,21570,122,1,18303
20185.0,133,0,21570,122,1,18393
20195.0,133,0,21570,122,1,18483
20205.0,134,0,21570,122,1,18573
20215.0,134,0,21570,122,1,18663
20225.0,134,0,21570,122,1,18753
20235.0,135,0,21570,122,1,18844
20245.0,135,0,21570,122,1,18934
20255.0,136,0,21570,122,1,19025
20265.0,136,0,21570,122,1,19116
20275.0,136,0,21570,122,1,19208
20285.0,137,0,21570,122,1,19299
20295.0,137,0,21570,122,1,19391
20305.0,138,0,21570,122,1,19483
20315.0,138,0,21570,122,1,19575
20325.0,138,0,21570,122,1,19667
20335.0,139,0,21570,122,1,19760
20345.0,139,0,21570,122,1,19852
20355.0,140,0,21570,122,1,19945
20365.0,140,0,21570,122,1,20038
20375.0,140,0,21570,122,1,20131
20385.0,141,0,21570,122,1,20225
20395.0,141,0,21570,122,1,20318
20405.0,142,0,21570,122,1,20412
20415.0,142,0,21570,122,1,20506
20425.0,142,0,21570,122,1,20600
20435.0,143,0,21570,122,1,20694
20445.0,143,0,21570,122,1,20789
20455.0,144,0,21570,122,1,20883
20465.0,144,0,21570,122,1,20978
20475.0,144,0,21570,122,1,21073
20485.0,145,0,21570,122,1,21169
20495.0,145,0,21570,122,1,21264
20505.0,145,0,21570,122,1,21360
20515.0,146,0,21570,122,1,21456
20525.0,146,0,21570,122,1,21552
20535.0,147,1,27857,122,1,21648
20545.0,147,0,27857,147,1,21744
20555.0,147,0,27857,147,1,21840
20565.0,148,0,27857,147,1,21937
20575.0,148,0,27857,147,1,22033
20585.0,149,0,27857,147,1,22130
20595.0,149,0,27857,147,1,22227
20605.0,149,0,27857,147,1,22324
20615.0,150,0,27857,147,1,22421
20625.0,150,0,27857,147,1,22518
20635.0,151,0,27857,147,1,22616
20645.0,151,0,27857,147,1,22713
20655.0,151,0,27857,147,1,22811
20665.0,152,0,27857,147,1,22909
20675.0,152,0,27857,147,1,23007
20685.0,153,0,27857,147,1,23105
20695.0,153,0,27857,147,1,23203
20705.0,153,0,27857,147,1,23301
20715.0,154,0,27857,147,1,23399
20725.0,154,0,27857,147,1,23498
20735.0,155,0,27857,147,1,23596
20745.0,155,0,27857,147,1,23695
20755.0,155,0,27857,147,1,23794
20765.0,156,0,27857,147,1,23893
20775.0,156,0,27857,147,1,23992
20785.0,156,0,27857,147,1,24091
20795.0,157,0,27857,147,1,24191
20805.0,157,0,27857,147,1,24290
20815.0,158,0,27857,147,1,24390
20825.0,158,0,27857,147,1,24490
20835.0,158,0,27857,147,1,24590
20845.0,159,0,27857,147,1,24690
20855.0,159,0,27857,147,1,24790
20865.0,160,0,27857,147,1,24890
20875.0,160,0,27857,147,1,24990
20885.0,160,0,27857,147,1,25091
20895.0,161,0,27857,147,1,25191
20905.0,161,0,27857,147,1,25292
20915.0,162,0,27857,147,1,25393
20925.0,162,0,27857,147,1,25494
20935.0,162,0,27857,147,1,25595
20945.0,163,0,27857,147,1,25696
20955.0,163,0,27857,147,1,25798
20965.0,163,0,27857,147,1,25899
20975.0,164,0,27857,147,1,26001
20985.0,164,0,27857,147,1,26103
20995.0,165,0,27857,147,1,26205
21005.0,165,0,27857,147,1,26307
21015.0,165,0,27857,147,1,26409
21025.0,166,0,27857,147,1,26511
21035.0,166,0,27857,147,1,26613
21045.0,166,0,27857,147,1,26716
21055.0,167,0,27857,147,1,26818
21065.0,167,0,27857,147,1,26921
21075.0,168,0,27857,147,1,27024
21085.0,168,0,27857,147,1,27127
21095.0,168,0,27857,147,1,27230
21105.0,169,0,27857,147,1,27333
21115.0,169,0,27857,147,1,27437
21125.0,170,0,27857,147,1,27540
21135.0,170,0,27857,147,1,27644
21145.0,170,0,27857,147,1,27748
21155.0,171,0,27857,147,1,27852
21165.0,171,0,27857,147,1,27956
21175.0,171,1,34343,147,1,28059
21185.0,172,0,34343,172,1,28163
21195.0,172,0,34343,172,1,28267
21205.0,173,0,34343,172,1,28371
21215.0,173,0,34343,172,1,28475
21225.0,173,0,34343,172,1,28578
21235.0,174,0,34343,172,1,28682
21245.0,174,0,34343,172,1,28785
21255.0,174,0,34343,172,1,28889
21265.0,175,0,34343,172,1,28992
21275.0,175,0,34343,172,1,29095
21285.0,175,0,34343,172,1,29199
21295.0,176,0,34343,172,1,29302
21305.0,176,0,34343,172,1,29405
21315.0,177,0,34343,172,1,29508
21325.0,177,0,34343,172,1,29611
21335.0,177,0,34343,172,1,29714
21345.0,178,0,34343,172,1,29817
21355.0,178,0,34343,172,1,29920
21365.0,178,0,34343,172,1,30022
21375.0,179,0,34343,172,1,30125
21385.0,179,0,34343,172,1,30228
21395.0,180,0,34343,172,1,30330
21405.0,180,0,34343,172,1,30433
21415.0,180,0,34343,172,1,30535
21425.0,181,0,34343,172,1,30638
21435.0,181,0,34343,172,1,30740
21445.0,181,0,34343,172,1,30842
21455.0,182,0,34343,172,1,30944
21465.0,182,0,34343,172,1,31046
21475.0,182,0,34343,172,1,31149
21485.0,183,0,34343,172,1,31251
21495.0,183,0,34343,172,1,31352
21505.0,184,0,34343,172,1,31454
21515.0,184,0,34343,172,1,31556
21525.0,184,0,34343,172,1,31658
21535.0,185,0,34343,172,1,31760
21545.0,185,0,34343,172,1,31861
21555.0,185,0,34343,172,1,31963
21565.0,186,0,34343,172,1,32064
21575.0,186,0,34343,172,1,32166
21585.0,186,0,34343,172,1,32267
21595.0,187,0,34343,172,1,32368
21605.0,187,0,34343,172,1,32470
21615.0,187,0,34343,172,1,32571
21625.0,188,0,34343,172,1,32672
21635.0,188,0,34343,172,1,32773
21645.0,188,0,34343,172,1,32874
21655.0,189,0,34343,172,1,32975
21665.0,189,0,34343,172,1,33076
21675.0,190,0,34343,172,1,33177
21685.0,190,0,34343,172,1,33277
21695.0,190,0,34343,172,1,33378
21705.0,191,0,34343,172,1,33479
21715.0,191,0,34343,172,1,33579
21725.0,191,0,34343,172,1,33680
21735.0,192,0,34343,172,1,33780
21745.0,192,0,34343,172,1,33881
21755.0,192,0,34343,172,1,33981
21765.0,193,0,34343,172,1,34081
21775.0,193,0,34343,172,1,34181
21785.0,193,0,34343,172,1,34281
21795.0,194,0,34343,172,1,34382
21805.0,194,0,34343,172,1,34482
21815.0,194,1,40763,172,1,34582
21825.0,195,0,40763,195,1,34682
21835.0,195,0,40763,195,1,34782
21845.0,195,0,40763,195,1,34882
21855.0,196,0,40763,195,1,34982
21865.0,196,0,40763,195,1,35082
21875.0,196,0,40763,195,1,35182
21885.0,197,0,40763,195,1,35282
21895.0,197,0,40763,195,1,35382
21905.0,197,0,40763,195,1,35482
21915.0,198,0,40763,195,1,35582
21925.0,198,0,40763,195,1,35682
21935.0,198,0,40763,195,1,35782
21945.0,199,0,40763,195,1,35882
21955.0,199,0,40763,195,1,35982
21965.0,199,0,40763,195,1,36082
21975.0,200,0,40763,195,1,36182
21985.0,200,0,40763,195,1,36282
21995.0,200,0,40763,195,1,36382
22005.0,201,0,40763,195,1,36482
22015.0,201,0,40763,195,1,36582
22025.0,201,0,40763,195,1,36682
22035.0,202,0,40763,195,1,36782
22045.0,202,0,40763,195,1,36882
22055.0,202,0,40763,195,1,36982
22065.0,203,0,40763,195,1,37082
22075.0,203,0,40763,195,1,37182
22085.0,203,0,40763,195,1,37282
22095.0,204,0,40763,195,1,37382
22105.0,204,0,40763,195,1,37482
22115.0,204,0,40763,195,1,37582
22125.0,205,0,40763,195,1,37682
22135.0,205,0,40763,195,1,37782
22145.0,205,0,40763,195,1,37882
22155.0,206,0,40763,195,1,37982
22165.0,206,0,40763,195,1,38082
22175.0,206,0,40763,195,1,38182
22185.0,206,0,40763,195,1,38282
22195.0,207,0,40763,195,1,38382
22205.0,207,0,40763,195,1,38482
22215.0,207,0,40763,195,1,38582
22225.0,208,0,40763,195,1,38682
22235.0,208,0,40763,195,1,38782
22245.0,208,0,40763,195,1,38882
22255.0,209,0,40763,195,1,38982
22265.0,209,0,40763,195,1,39082
22275.0,209,0,40763,195,1,39182
22285.0,210,0,40763,195,1,39282
22295.0,210,0,40763,195,1,39382
22305.0,210,0,40763,195,1,39482
22315.0,210,0,40763,195,1,39582
22325.0,211,0,40763,195,1,39682
22335.0,211,0,40763,195,1,39782
22345.0,211,0,40763,195,1,39882
22355.0,212,0,40763,195,1,39982
22365.0,212,0,40763,195,1,40082
22375.0,212,0,40763,195,1,40182
22385.0,213,0,40763,195,1,40282
22395.0,213,0,40763,195,1,40382
22405.0,213,0,40763,195,1,40482
22415.0,213,0,40763,195,1,40582
22425.0,214,0,40763,195,1,40682
22435.0,214,0,40763,195,1,40782
22445.0,214,0,40763,195,1,40882
22455.0,215,1,46862,195,1,40981
22465.0,215,0,46862,215,1,41081
22475.0,215,0,46862,215,1,41181
22485.0,216,0,46862,215,1,41280
22495.0,216,0,46862,215,1,41380
22505.0,216,0,46862,215,1,41479
22515.0,216,0,46862,215,1,41578
22525.0,217,0,46862,215,1,41677
22535.0,217,0,46862,215,1,41776
22545.0,217,0,46862,215,1,41875
22555.0,218,0,46862,215,1,41973
22565.0,218,0,46862,215,1,42072
22575.0,218,0,46862,215,1,42170
22585.0,218,0,46862,215,1,42268
22595.0,219,0,46862,215,1,42367
22605.0,219,0,46862,215,1,42465
22615.0,219,0,46862,215,1,42562
22625.0,219,0,46862,215,1,42660
22635.0,220,0,46862,215,1,42758
22645.0,220,0,46862,215,1,42855
22655.0,220,0,46862,215,1,42953
22665.0,221,0,46862,215,1,43050
22675.0,221,0,46862,215,1,43147
22685.0,221,0,46862,215,1,43244
22695.0,221,0,46862,215,1,43341
22705.0,222,0,46862,215,1,43438
22715.0,222,0,46862,215,1,43534
22725.0,222,0,46862,215,1,43631
22735.0,222,0,46862,215,1,43727
22745.0,223,0,46862,215,1,43823
22755.0,223,0,46862,215,1,43920
22765.0,223,0,46862,215,1,44016
22775.0,224,0,46862,215,1,44111
22785.0,224,0,46862,215,1,44207
22795.0,224,0,46862,215,1,44303
22805.0,224,0,46862,215,1,44398
22815.0,225,0,46862,215,1,44494
22825.0,225,0,46862,215,1,44589
22835.0,225,0,46862,215,1,44684
22845.0,225,0,46862,215,1,44779
22855.0,226,0,46862,215,1,44874
22865.0,226,0,46862,215,1,44969
22875.0,226,0,46862,215,1,45063
22885.0,226,0,46862,215,1,45158
22895.0,227,0,46862,215,1,45252
22905.0,227,0,46862,215,1,45346
22915.0,227,0,46862,215,1,45441
22925.0,227,0,46862,215,1,45535
22935.0,228,0,46862,215,1,45628
22945.0,228,0,46862,215,1,45722
22955.0,228,0,46862,215,1,45816
22965.0,228,0,46862,215,1,45909
22975.0,229,0,46862,215,1,46003
22985.0,229,0,46862,215,1,46096
22995.0,229,0,46862,215,1,46189
23005.0,229,0,46862,215,1,46282
23015.0,230,0,46862,215,1,46375
23025.0,230,0,46862,215,1,46468
23035.0,230,0,46862,215,1,46560
23045.0,230,0,46862,215,1,46653
23055.0,231,0,46862,215,1,46745
23065.0,231,0,46862,215,1,46837
23075.0,231,0,46862,215,1,46930
23085.0,231,0,46862,215,1,47022
23095.0,231,1,52392,215,1,47113
23105.0,232,0,52392,232,1,47205
23115.0,232,0,52392,232,1,47296
23125.0,232,0,52392,232,1,47388
23135.0,232,0,52392,232,1,47479
23145.0,233,0,52392,232,1,47570
23155.0,233,0,52392,232,1,47660
23165.0,233,0,52392,232,1,47751
23175.0,233,0,52392,232,1,47841
23185.0,233,0,52392,232,1,47931
23195.0,234,0,52392,232,1,48021
23205.0,234,0,52392,232,1,48111
23215.0,234,0,52392,232,1,48200
23225.0,234,0,52392,232,1,48290
23235.0,235,0,52392,232,1,48379
23245.0,235,0,52392,232,1,48468
23255.0,235,0,52392,232,1,48557
23265.0,235,0,52392,232,1,48645
23275.0,235,0,52392,232,1,48734
23285.0,236,0,52392,232,1,48822
23295.0,236,0,52392,232,1,48910
23305.0,236,0,52392,232,1,48998
23315.0,236,0,52392,232,1,49086
23325.0,236,0,52392,232,1,49173
23335.0,237,0,52392,232,1,49261
23345.0,237,0,52392,232,1,49348
23355.0,237,0,52392,232,1,49435
23365.0,237,0,52392,232,1,49521
23375.0,238,0,52392,232,1,49608
23385.0,238,0,52392,232,1,49694
23395.0,238,0,52392,232,1,49781
23405.0,238,0,52392,232,1,49867
23415.0,238,0,52392,232,1,49952
23425.0,239,0,52392,232,1,50038
23435.0,239,0,52392,232,1,50123
23445.0,239,0,52392,232,1,50209
23455.0,239,0,52392,232,1,50294
23465.0,239,0,52392,232,1,50379
23475.0,239,0,52392,232,1,50463
23485.0,240,0,52392,232,1,50548
23495.0,240,0,52392,232,1,50632
23505.0,240,0,52392,232,1,50716
23515.0,240,0,52392,232,1,50800
23525.0,240,0,52392,232,1,50884
23535.0,241,0,52392,232,1,50967
23545.0,241,0,52392,232,1,51051
23555.0,241,0,52392,232,1,51134
23565.0,241,0,52392,232,1,51217
23575.0,241,0,52392,232,1,51300
23585.0,242,0,52392,232,1,51382
23595.0,242,0,52392,232,1,51465
23605.0,242,0,52392,232,1,51547
23615.0,242,0,52392,232,1,51629
23625.0,242,0,52392,232,1,51711
23635.0,242,0,52392,232,1,51793
23645.0,243,0,52392,232,1,51874
23655.0,243,0,52392,232,1,51956
23665.0,243,0,52392,232,1,52037
23675.0,243,0,52392,232,1,52118
23685.0,243,0,52392,232,1,52198
23695.0,243,0,52392,232,1,52279
23705.0,244,0,52392,232,1,52359
23715.0,244,0,52392,232,1,52440
23725.0,244,0,52392,232,1,52520
23735.0,244,1,57135,232,1,52599
23745.0,244,0,57135,244,1,52679
23755.0,244,0,57135,244,1,52758
23765.0,245,0,57135,244,1,52838
23775.0,245,0,57135,244,1,52917
23785.0,245,0,57135,244,1,52996
23795.0,245,0,57135,244,1,53074
23805.0,245,0,57135,244,1,53153
23815.0,245,0,57135,244,1,53231
23825.0,245,0,57135,244,1,53309
23835.0,246,0,57135,244,1,53387
23845.0,246,0,57135,244,1,53465
23855.0,246,0,57135,244,1,53542
23865.0,246,0,57135,244,1,53620
23875.0,246,0,57135,244,1,53697
23885.0,246,0,57135,244,1,53774
23895.0,247,0,57135,244,1,53851
23905.0,247,0,57135,244,1,53927
23915.0,247,0,57135,244,1,54004
23925.0,247,0,57135,244,1,54080
23935.0,247,0,57135,244,1,54156
23945.0,247,0,57135,244,1,54232
23955.0,247,0,57135,244,1,54308
23965.0,247,0,57135,244,1,54383
23975.0,248,0,57135,244,1,54459
23985.0,248,0,57135,244,1,54534
23995.0,248,0,57135,244,1,54609
24005.0,248,0,57135,244,1,54683
24015.0,248,0,57135,244,1,54758
24025.0,248,0,57135,244,1,54832
24035.0,248,0,57135,244,1,54907
24045.0,249,0,57135,244,1,54981
24055.0,249,0,57135,244,1,55054
24065.0,249,0,57135,244,1,55128
24075.0,249,0,57135,244,1,55201
24085.0,249,0,57135,244,1,55275
24095.0,249,0,57135,244,1,55348
24105.0,249,0,57135,244,1,55421
24115.0,249,0,57135,244,1,55493
24125.0,250,0,57135,244,1,55566
24135.0,250,0,57135,244,1,55638
24145.0,250,0,57135,244,1,55710
24155.0,250,0,57135,244,1,55782
24165.0,250,0,57135,244,1,55854
24175.0,250,0,57135,244,1,55925
24185.0,250,0,57135,244,1,55997
24195.0,250,0,57135,244,1,56068
24205.0,250,0,57135,244,1,56139
24215.0,250,0,57135,244,1,56210
24225.0,251,0,57135,244,1,56280
24235.0,251,0,57135,244,1,56351
24245.0,251,0,57135,244,1,56421
24255.0,251,0,57135,244,1,56491
24265.0,251,0,57135,244,1,56561
24275.0,251,0,57135,244,1,56631
24285.0,251,0,57135,244,1,56700
24295.0,251,0,57135,244,1,56770
24305.0,251,0,57135,244,1,56839
24315.0,251,0,57135,244,1,56908
24325.0,252,0,57135,244,1,56976
24335.0,252,0,57135,244,1,57045
24345.0,252,0,57135,244,1,57113
24355.0,252,0,57135,244,1,57182
24365.0,252,0,57135,244,1,57250
24375.0,252,1,60892,244,1,57317
24385.0,252,0,60892,252,1,57385
24395.0,252,0,60892,252,1,57452
24405.0,252,0,60892,252,1,57518
24415.0,252,0,60892,252,1,57585
24425.0,252,0,60892,252,1,57651
24435.0,253,0,60892,252,1,57717
24445.0,253,0,60892,252,1,57782
24455.0,253,0,60892,252,1,57847
24465.0,253,0,60892,252,1,57912
24475.0,253,0,60892,252,1,57977
24485.0,253,0,60892,252,1,58041
24495.0,253,0,60892,252,1,58105
24505.0,253,0,60892,252,1,58169
